Id,Class,Size,Q,Q/Size
CfNFEIb1UPQgiqt8uRy0,3,2347008,1498268,63.84
CFO1xurbvJKYhTs8fn4l,3,2347008,1496220,63.75
cfOnFrdVRBbQhjpNe9Ut,3,2342912,1550492,66.18
Cfpes01aH64iYxOBURuJ,3,2342912,1536156,65.57
Cfy6M8QLUc3gx5Yp1rht,3,2342912,1550492,66.18
CGgOZekvTIXAMYxfNLW1,3,2342912,1549980,66.16
cGKYMRas59beQoZO81gB,3,2342912,1490076,63.6
CGtzUByc19fMLP6ioT8n,3,2347008,1498268,63.84
cgZEp2RhI0eKqPXuYnxw,3,2347008,1494172,63.66
cHDbN1OmoTRnQ8hZ7ru0,3,3125248,1518748,48.6
cHDLN8VJzG1XuZhrsxyn,3,3125248,1518748,48.6
cHEKPsTwJjfemg6khBFX,3,2342912,1489564,63.58
ChfEv4KV6BQi0koFWMRd,3,2347008,1496220,63.75
cHrKnfE5MgRIqlLmBOVN,3,2347008,1498268,63.84
ci0CrsAeoMTyaXxS3v7t,3,2347008,1492124,63.58
cI3dPqwaMLU0opfuNy6g,3,2342912,1490076,63.6
Ci7rgxmGAh2uPSvJFjl3,3,2342912,1491612,63.66
cijt4e7E8HuyZpfMd3nT,3,3125248,1519772,48.63
cikBKN2eQY8WXfCHvnI7,3,2342912,1491612,63.66
Cim84euO1FBc2h3kXfyR,3,2342912,1550492,66.18
CIuUf3p6NALZst9ynk7l,3,3125248,1517724,48.56
Ciz8f6xSLwjMPsmDROdg,3,2342912,1490076,63.6
CJ3iR5O24pcjzwEH8StP,3,3125248,2320028,74.24
CjBNmFq806khnE1OtgA9,3,2342912,1491612,63.66
CJkN1h43dxvcy5DHImFZ,3,2347008,1497244,63.79
CJONcsB5ExKb92XA6tT7,3,2342912,1536156,65.57
cJQZpFegP6ChAVsX7nYG,3,2342912,1491612,63.66
cJwzICkWuPeqRh67ELg5,3,2347008,1493148,63.62
Ck6f2RoaEw9ATQtzhOcs,3,2342912,1549980,66.16
cKkbQLrgITO1qjEHMDGY,3,3125248,2320028,74.24
cKMud6JxQqpEDYlHWGoO,3,3125248,1517724,48.56
cKmUqV7zyePDgYIt8i2O,3,2342912,1490076,63.6
cKNi1Aqz6XBmtwRheu9T,3,2342912,1490076,63.6
CkOT69iQsaLAGq8mYEeV,3,2342912,1550492,66.18
CkYbvN6hPw21aWxKeMZG,3,2347008,1494172,63.66
cl0e6QDGkbwLVuSZrHxo,3,2347008,1498268,63.84
cL6skgJYz3Uy2T8PvdwO,3,2347008,1494172,63.66
cL8foiVrhFI21PQ5ARUt,3,3125248,1517724,48.56
CL8hrPMFWvzkfb6wlJIN,3,2342912,1536156,65.57
CLHlPKJvWSrwaMOQ9GIU,3,2342912,1550492,66.18
ClHVvOj2hM4UekxQKw1f,3,2347008,1497244,63.79
clkRCKEyz7Irxd2Go9A0,3,2342912,1490076,63.6
cLqh1l9EpDBtdTGU3Zex,3,2347008,1497244,63.79
cmB0E9b6iIOMK8kU3nrg,3,2347008,1494172,63.66
CmD0V2nu6fFv4YlrNpiK,3,2347008,1492124,63.58
cmdZy7faphT8QtL9FPrO,3,2342912,1491612,63.66
cmk1o8Ww7ygJtjLUBxbD,3,2342912,1491612,63.66
CmoiKcBj6wySzXrJIf0W,3,3125248,1517724,48.56
CMpESZXjIKbqg7G5NhlV,3,2342912,1490076,63.6
CmsQnoJjK6vZHDc801iG,3,2342912,1489564,63.58
cMvOmIQpRPnhUTKjHgyA,3,2342912,1549980,66.16
cMzSVED56G2iCUtF9eb7,3,3125248,2320028,74.24
cN0Bsrjb7yEa2hlm4ViD,3,2342912,1549980,66.16
CN3sIreUGxVhp1gRZn9B,3,2342912,1490076,63.6
CnBE8f9tH12lyUeQVR74,3,2347008,1493148,63.62
CNfgyDcSMLrtvzJX1uGO,3,2347008,1493148,63.62
cNIGDKm5dUbMZjvnQX8R,3,2347008,1498268,63.84
CNMG4WYjkvLo35lbngdm,3,2347008,1497244,63.79
cnms0zSvd3FqDexiwZo6,3,2347008,1496220,63.75
CnO9AljfBmokT5qN7J6S,3,3125248,1519772,48.63
cNqPy69uQHgF3DOU14G7,3,2342912,1490076,63.6
Cocz51rsXakGETheDUbH,3,2342912,1492124,63.69
COq8Xi1VEaDfj6MFHUPl,3,2347008,1498268,63.84
CoQn9bfkvMUjWwVgPAFL,3,2342912,1550492,66.18
cOvAdrLosthuC9paE4UN,3,3125248,2320028,74.24
cowEahnSzK1gvb6tFHX7,3,2347008,1498268,63.84
COz7qtjgHKe4wiEPo85F,3,2342912,1490076,63.6
cpdsREmet3FyD1oYZVIn,3,2342912,1490076,63.6
CpeIDYlmhsART4Oc7gqz,3,2347008,1494172,63.66
Cpl1foGPHIm9gsve5NLV,3,2342912,1550492,66.18
cpW2HoJgMx70C8ETSfsZ,3,2342912,1491612,63.66
cqbl04edW5DXrZ8hf9v7,3,2342912,1491100,63.64
cQd0vTgykOn1flrxaCAB,3,2342912,1490588,63.62
cqHlrY9oAVpyWMKJ8mOF,3,2347008,1498268,63.84
cQobx3fFRYMVpG2TZ7UB,3,2342912,1488540,63.53
CqoxfaLiM43QWBjgmPR9,3,2342912,1490076,63.6
cQpOT5jn9b2FuweAsNxl,3,2342912,1549980,66.16
CqQlP6D9YapR71wb2d48,3,2342912,1489564,63.58
CqQYj8NFoG2KXVldsRBO,3,2342912,1490076,63.6
cqTRnE2K9ZGLglDdHbrv,3,2342912,1489564,63.58
CQVMwzgEYXvN4tOoKSis,3,2347008,1498268,63.84
CqzUdJEnt9LOYk4ex8Mm,3,2342912,1490076,63.6
Cr5JDjEqMH2x97caSLZN,3,2342912,1490588,63.62
crB9AngSLtmYldMvoPuK,3,2342912,1536156,65.57
CRE1I6YFrgafy9sP8zL0,3,2342912,1490076,63.6
CrEMlOGaB6feRx3J20iP,3,2342912,1490076,63.6
CrgSkfqcMliN7s19dTFE,3,3125248,1518748,48.6
crKe1xWtHpsz20LdiVMS,3,2342912,1492124,63.69
crKuOS7kqIQwsCN6Z0az,3,2347008,1493148,63.62
CrKzvf0VWbetkShcayF8,3,2342912,1550492,66.18
cRu8ICh5i4pa1MfKeVTm,3,2342912,1490076,63.6
Cs8c69nIg3uHjfPVRevY,3,2342912,1491612,63.66
CScBfwWuLXZVyadNePJ4,3,2342912,1490588,63.62
cSEND4vF3fLOqUgylCZ2,3,2342912,1491100,63.64
CsMJmD2AXflrx0uNPijL,3,2347008,1498268,63.84
CtimF4p3gzKyMbT19kxw,3,2347008,1493148,63.62
CTKbnhZkRy7AGstxePSd,3,3125248,1518748,48.6
cTt2FxBW3NsAd4LhvQpn,3,2342912,1549980,66.16
cTt7qy0B8upDkdwJ5g6h,3,2347008,1498268,63.84
cTvJESoCjfLYMs3GKPDe,3,3125248,1518748,48.6
cTWboGenJqfL9pIHEODy,3,2342912,1490588,63.62
Cu5NVmSalJAHvM2dp9Z1,3,2342912,1549980,66.16
CuB6pZlWVqT9GK3QDHdm,3,3125248,2320028,74.24
cudBgeQFL8z4prNGIsXH,3,2342912,1489564,63.58
CUhuXitp6fL8jM9Row1H,3,3125248,2320028,74.24
cUKzvqVwXx914BprdFgP,3,2347008,1498268,63.84
cuzKqHdsxiXkQTE4ZgjN,3,2347008,1497244,63.79
Cv4pEJPDoxHsByfn2eYT,3,2342912,1550492,66.18
CVBnb3mE7XPhIuor5J14,3,2342912,1550492,66.18
CVDh5bZKveU2np4wSlI8,3,2347008,1493148,63.62
CVIUYfaQjetl154x7hyq,3,3125248,2320028,74.24
cvkDfhKMtO1VjzG4Wiop,3,3125248,1517724,48.56
cvMhPJWkl23gZjFTq4Rd,3,2347008,1493148,63.62
CVmnTbuGZEev5hN3OdiS,3,3125248,1518748,48.6
CVmZtqTvgep9y0Q56dSG,3,2342912,1492124,63.69
cVTwfdkWL2hzAvG3eFlH,3,2342912,1549980,66.16
CVZd3lhxBFOTqu9K8ymE,3,3125248,2320028,74.24
cW45XHLmtsC3QgpiUvJO,3,3125248,1517724,48.56
CW6cHidJb35VTMQ0jms7,3,2342912,1489564,63.58
CwaO90vYBFn32T4uRMDA,3,2342912,1536156,65.57
cwAyWxKMPkXELbpBS9if,3,2342912,1491612,63.66
cWbYoAvPf4pguimFE0dh,3,3125248,2320028,74.24
cWQjCi7fIb8BU0tY9lXp,3,2342912,1490076,63.6
CwYe12tWOHxFMZ94JTzy,3,2347008,1498268,63.84
CX0MIjV2tcDYflABqL4J,3,2347008,1493148,63.62
CX2oOMKvclUw3Z7zrqxV,3,2342912,1490076,63.6
cx8oBU4umOdjM6LzvNl1,3,2342912,1550492,66.18
cxHojJW4LKR1XOMPf2Zb,3,3125248,2320028,74.24
cxj17ZYQ4I23dFs9nCih,3,2347008,1497244,63.79
CXmzKlZGcaxrsvQfWLN9,3,2347008,1494172,63.66
cXp7BCts2QybOiNEwHzY,3,2342912,1490588,63.62
CyBDLTEdItp1ak9sc2Fb,3,2347008,1498268,63.84
CyK1D8bjpc43Px9Sfl6I,3,2732032,1843520,67.48
CYktVyrlT8B3EODuSRQx,3,3125248,2320028,74.24
CylipwE0nFVsDBX8Zqmt,3,3125248,1517724,48.56
cYN9mgwMfCxsWov4q1Ea,3,2342912,1491612,63.66
CynZDa3JPgzdGSY6AOmX,3,2347008,1494172,63.66
cZ8wCtJL6unqdGBDsmXx,3,2342912,1490076,63.6
cZD3lEa9HQfnUx0BzCRb,3,3125248,1517724,48.56
Czdn32NEL4YfxARaJuM9,3,2342912,1490076,63.6
cZJAl4tyThQ59MFEsvnR,3,2347008,1495196,63.71
CZlaEYRNPz5BfcsLx6jh,3,2347008,1494172,63.66
CZnRQNX0g8IGEcdMq1lt,3,2347008,1494172,63.66
czt8O5XbKRoYTujW4qvE,3,2342912,1490076,63.6
CZvcR8GBrn5JIPdtqz1Y,3,3125248,1517724,48.56
D06LWUbuEB9O8toIAfpy,3,2347008,1496220,63.75
D0CpBFrm82d6aqcvnTLz,3,3125248,1519772,48.63
d0j39TQiauSXbpsINeU1,3,2347008,1494172,63.66
D15rvTd9HeWUSiMXbsuL,3,2342912,1536156,65.57
D2nW4jfRsJbM3S7V0A6o,3,2347008,1498268,63.84
D2QZoxVAlsBUkSq6XgHP,3,2347008,1493148,63.62
D2U6lRktjeuTH3LJXFax,3,3125248,2320028,74.24
D38l51Oj6kRCea0qhiFU,3,2342912,1489052,63.56
D3ukxpLVATJ8FR5m9Cjd,3,3125248,1518748,48.6
D4GgrKeq87NxjnyvzkY2,3,2342912,1488540,63.53
D4wXBSWNamu3JLz1p8M0,3,2342912,1490076,63.6
D51kzLEClKnMejm4VAU7,3,3125248,1517724,48.56
D5Rb6TvCxzcwhUsF4J9A,3,2347008,1492124,63.58
D5rOGmu3ePpWqYX7bn6j,3,2342912,1490076,63.6
D6b9fCwnyHXaipBtWrK8,3,2347008,1493148,63.62
d6bu9Ei0UP2lAnk3egIF,3,2347008,1494172,63.66
d7aHABNQz41Sni2XyVUJ,3,2342912,1489564,63.58
d7QPAmUKbcNh3xFZjivG,3,2342912,1536156,65.57
d8A2vi7OX5jwgrlU9N4z,3,2347008,1498268,63.84
d8HuwQGmjUDz736eFYrM,3,2347008,1494172,63.66
D8jUY2W1v0cqAGxHNVm6,3,3125248,1519772,48.63
d8UcQkjpeMOEnN4YSCLR,3,2347008,1496220,63.75
d8xwlCsZztFpTnjSRWf3,3,2342912,1489564,63.58
D9a2IwAvGMqeYilJ71gU,3,2342912,1492124,63.69
d9iovbGSauIRnmtK7e6E,3,2342912,1492124,63.69
d9o6Is37la5eh0cQXtvY,3,2347008,1497244,63.79
dA6RwqseVaGZ4pmcfjXI,3,2347008,1493148,63.62
dA9ztZeivK5lagO17kJj,3,2347008,1493148,63.62
DAa96Hpgn1Qfjd2mFCrE,3,2347008,1497244,63.79
DAb2aGLnu9K71O5VStMi,3,2347008,1498268,63.84
dAe1HUpVzKomkr6vCLGb,3,3125248,2320028,74.24
DAr5hm7i84gJzEWTUoeG,3,2342912,1550492,66.18
DaRMwOQZm3zStcEGYxgK,3,2342912,1490076,63.6
dAuV8c0hmeirMFaJ3wXx,3,2342912,1490076,63.6
dAyK3ko0fD15PhLSsxc8,3,3125248,1521820,48.69
daylB4KCkifT73MveWOR,3,3125248,2320028,74.24
Db0XpT26ZKq1d8eVPzfx,3,3125248,1517724,48.56
dB4bEcHq15Xsnr7NQofV,3,2342912,1490588,63.62
Db6Vg5QfaN97KxzclZjt,3,2347008,1498268,63.84
DB6xp894gSmt5UAjoscY,3,2342912,1491612,63.66
db7pXDtBiKLxP3J2WuEk,3,3125248,2320028,74.24
DB8EFIgyArxWuPN2jXMf,3,3125248,1519772,48.63
db8fq1nUoRsFN2y5LkX6,3,2342912,1491612,63.66
Dbe0TMIG9gjHfv734XdL,3,3125248,1521820,48.69
DBk2Cr1XOfUtiygNmKYJ,3,2342912,1491612,63.66
DBKHf83CLms5xjQMGraY,3,3125248,1517724,48.56
dbMYm7QKarliBOhEDHU0,3,2342912,1490588,63.62
dbpHcR9jZeurykDsAnMT,3,2342912,1490588,63.62
DcIoXf51F3Jk7TNsjbqz,3,2342912,1491612,63.66
dCpHJ194WM8ecNxTKGur,3,2342912,1491612,63.66
DCu3ie6Z0Rzwy8WkbTp2,3,2347008,1493148,63.62
dD3WMal5Af62kSHZXGEu,3,2342912,1550492,66.18
dDqoZ3Or2ja7chv8PSQn,3,2342912,1490076,63.6
DeAqZxnam5iSQfEbthlP,3,2347008,1497244,63.79
DEjovOYT6qBFNflcSHbG,3,2342912,1491612,63.66
deTXH9Zau7qmM0yfYsRS,3,2347008,1494172,63.66
dew08WY2tLPQlVZsB1zS,3,3125248,1517724,48.56
DEZyY3jrx1v9zbMASC8L,3,2342912,1490076,63.6
DfFgIXKhSYVG8tvUk07u,3,2342912,1490588,63.62
dfGtV514uRhiHZKDIE3B,3,2347008,1494172,63.66
DFJWGxlHYve5iBUp0K46,3,2342912,1490588,63.62
dfSgEW2IjPT7ZqkAmv6e,3,2342912,1490076,63.6
DfvLFE0CayZ3NVuKxIbq,3,2347008,1498268,63.84
dfwmzlqMShiGeVUkYoNc,3,2342912,1490076,63.6
DGmbwEzu381CyXgAMB2q,3,3125248,1518748,48.6
DGqFIJjhM79zSROgB8pL,3,2347008,1498268,63.84
DgVEHi9NkMW5TSx7PdO4,3,2347008,1497244,63.79
dh4X96NJfygBLnQSze8c,3,2347008,1496220,63.75
DhbeNjB9rglXoV4TE57c,3,2347008,1496220,63.75
DHjiEJsSkPOrpdF7RNqB,3,2347008,1493148,63.62
DhLZe1TM9pUtz4C8Jblu,3,2347008,1497244,63.79
DHqruMgb167fkLaiURX3,3,2342912,1491612,63.66
DhZlIOgu7sYeHvWGbmU5,3,2342912,1490076,63.6
dI204lhmsui8gEwUC6ox,3,2342912,1490076,63.6
dI2jS5i1QnP4blckxE60,3,2347008,1498268,63.84
dI8PKFeWtOSqDa9yALYJ,3,2347008,1493148,63.62
DI9lm7HsTY3fNGWSZAVz,3,2342912,1491612,63.66
DIhavCQHTBOkisxU9NJG,3,2342912,1490076,63.6
dinIoKFu2qDHfbcjAQrX,3,2342912,1491612,63.66
diSGZtbRoam1lzTkB60V,3,2342912,1549980,66.16
DiT8evBOkIyGsdxqjAhC,3,3125248,2320028,74.24
dIuFmhnRwYEPgOK9Lyxr,3,2342912,1490588,63.62
dIUsC2eFoGQ05ifjtn3R,3,2342912,1490076,63.6
dJ1cMEjoYRts87lyD5PC,3,3125248,1517724,48.56
DJ1XTklKAM6d2YfigaQb,3,2342912,1536156,65.57
dJ8r0BjtTKZMFQXn3Aub,3,2342912,1491612,63.66
djfk8u6panNOWogmTht2,3,2342912,1491612,63.66
djhc2OzMUxYIeFaTA3HB,3,2347008,1492124,63.58
djHKwt1VZXBzqmPOAnM2,3,2342912,1536156,65.57
DJjxUw8TfrevydRuCSZW,3,2342912,1491612,63.66
djK3pcVGIDlzCbT2wrYv,3,2342912,1550492,66.18
djvbIcwe4a8HBFTKAPxR,3,2347008,1492124,63.58
djy2nxpL3gDSzf4G01vw,3,3125248,1519772,48.63
Dk2IW6ubO9LKcsHtVNzU,3,2342912,1535644,65.54
DkaztyF2x9RE0sm5PMhA,3,3125248,2320028,74.24
dKem7Eif3McSwNx4CXvs,3,2342912,1490076,63.6
dKETSOWafR8BIyGir4Qh,3,2342912,1536156,65.57
dKR7eZk6EAMLYf8215gF,3,2342912,1489564,63.58
dKt4HhezElT2nBIP6c5F,3,2342912,1488540,63.53
dkToRNX05vwZc2OsSGuV,3,2347008,1494172,63.66
DkXMTh7fP40dOcGRQSUa,3,2347008,1498268,63.84
DkYXIHezSPlB5Gdm8stF,3,2342912,1491612,63.66
dl1Rnu3LjSfcbJ6VT5tZ,3,3125248,1520796,48.66
Dlm7I8KFdwQ6CAMjOXgW,3,3125248,2320028,74.24
dluf0IQLY1Sym2pzta8M,3,2347008,1496220,63.75
DM4TcmxWagnhX3658jBN,3,2347008,1494172,63.66
dMLtGKfFj7WOs4wiIBmQ,3,3125248,2320028,74.24
dmN7G3jpYsiuPOvWonh8,3,2342912,1491612,63.66
dMr6GYzt8pOD5cQTi2VS,3,2342912,1490076,63.6
dmRTzPpi4N3DLGIAu9Cx,3,2342912,1490076,63.6
dmWXiZ4u3OA0Bj1Ea9gM,3,2342912,1549980,66.16
DmzHLARjnCfkSKQT7des,3,2347008,1496220,63.75
dN3DR9xeJwyLlHFo5sju,3,2347008,1492124,63.58
dncOwWDxEl3Ri7XCMmUz,3,3125248,1521820,48.69
dnFa2EPSqBYKZIpkJ3Oe,3,2342912,1489564,63.58
DnptPIqdsURyYA5jkKTo,3,2342912,1490076,63.6
DNtJKyn0WV7PeS3q8FvO,3,2342912,1490076,63.6
dNv6ET2GrVMDt9AFjI73,3,2347008,1494172,63.66
dNw1IRg58zQl0oFVJS2q,3,2342912,1492124,63.69
dO7eAltEpgkXjy2NQi95,3,2347008,1496220,63.75
DOBjCft8As0e5UKr7qQM,3,2347008,1493148,63.62
DOi62hCHTnJ7Qxub8ZXo,3,2347008,1496220,63.75
dOiY69mAf1JzMSr3vkcR,3,2342912,1536156,65.57
DoxvCPAMl639BK8FYpLV,3,2605056,1722664,66.13
dOZeYQCpVaBDEJG2v5zF,3,2347008,1494172,63.66
Dp9YGPB7ugsW8TF10Cba,3,2342912,1490076,63.6
dPBsX5TMfCqlKYitkS7E,3,2342912,1550492,66.18
dPbyaqnosDguVcFBJLXT,3,2347008,1497244,63.79
DPmzyAiN9hqjv3XKwUcf,3,2342912,1550492,66.18
dPNz4TYKuCtmpOBS1gXj,3,2347008,1494172,63.66
DpzmuIrsG4BJwvKACP8k,3,2342912,1492124,63.69
Dq9nwWYMFS0xf1PGuaZe,3,2342912,1491100,63.64
dqeifyYrxHMKvs0p7Um3,3,2342912,1490076,63.6
DqEkcaoC2TuKxgGPdrsR,3,2342912,1491612,63.66
dqnMpW16rSHeyCbQ29v3,3,2347008,1498268,63.84
dQNpWIX76sBo4q1RbMJx,3,2342912,1550492,66.18
dr2jSJMQ0sBozfZPLNl8,3,2347008,1498268,63.84
dRaB2bOfylYED4WeFzIK,3,2342912,1491612,63.66
DRdENlt1oex93HIvs6L2,3,2342912,1490588,63.62
DRG8buK9s4mynEP2WdBo,3,3125248,2320028,74.24
drq576zAkIsjDpaOCLQ0,3,2347008,1493148,63.62
drvYNPo4KifmOn3uV596,3,2342912,1490588,63.62
DrWTYOI3wkt2aCUB61Eb,3,2347008,1494172,63.66
dRyI13DGCEntBviQLHhu,3,3125248,1518748,48.6
drZagbnxePDH7JqYt2w0,3,2347008,1492124,63.58
Ds1jB0JXO2apyzw7ieEY,3,2342912,1550492,66.18
ds2LojgFNKU7aCTM8VYD,3,2342912,1536156,65.57
dS6twLfzX3iyNv8EBnam,3,3125248,2320028,74.24
dS6yJEktRlWQsBaIFYCp,3,2342912,1536156,65.57
dsB2UgC4XFQ1cj8DMyhT,3,3125248,1517724,48.56
dSCkVfo0tMFAzyTXKJWg,3,2342912,1490076,63.6
dSCoRmelbUOs3t9Bp8g5,3,3125248,1517724,48.56
Dsg96OKfZAq5ynarhiwT,3,2342912,1490076,63.6
dSIY6QxZ4tXnoP8lsqmb,3,2347008,1498268,63.84
Dskm86uYC41GySRUdIv7,3,2342912,1490076,63.6
dSPzTKHQtaUNgG5w2Luj,3,2342912,1488540,63.53
dtcBSuoU8MZ0wilHFe7n,3,3125248,1517724,48.56
dTExc1o357Z9WGhz8VIq,3,2347008,1498268,63.84
dthU3qPVcC0GZmDAkvaR,3,2342912,1491612,63.66
dTI7mpvZHQsJNjl0g6Gk,3,3125248,1517724,48.56
dtrU9fswTWbzBmAK7onk,3,2342912,1491612,63.66
dTXrc1bIeKlym3ZJwx27,3,2342912,1490076,63.6
dugyFIjzTMPYlKbWrkoD,3,2347008,1493148,63.62
duiRH6TLGrhgXSBmfvEt,3,2342912,1550492,66.18
DUxrn3L5C2qcjMF9PkER,3,2347008,1493148,63.62
dV3jJqMW64Z27mEHNXGU,3,2342912,1549980,66.16
dV8TQtBk3AK6nFq4zihw,3,2363392,1567900,66.34
dv9DhwK6ClXYcZkg1rMF,3,2342912,1491612,63.66
dVmW97NCRysfpkMxSuBi,3,2347008,1492124,63.58
dVo7TPLcFQvOBx5kn1bR,3,2347008,1493148,63.62
DVsfP6pU89nBdhZHqxI5,3,2342912,1490076,63.6
dw1szJLjHfcmE49uZKvW,3,2347008,1494172,63.66
DW2p936zbvPKIECerA70,3,2342912,1550492,66.18
Dw2sXhq6imtArjTZo3YC,3,2342912,1490076,63.6
Dw4btEPMk3reBuNsZ15S,3,2342912,1535644,65.54
dW4sDcJMQCVOEgFjxXU0,3,3125248,1519772,48.63
dwBAfDK5Y7SQoO63qxMP,3,2342912,1491612,63.66
dWF5Zcz6wUv2gxOrMtK8,3,2342912,1490076,63.6
DWFmpGk9T0cqB1f3YCjy,3,2347008,1497244,63.79
DWixC3uFhlE6J4K0rfsZ,3,2342912,1490588,63.62
dwIXmJU36HYyvpC8hj2n,3,2342912,1490076,63.6
DwNQdfBUbji2WRGn1vLE,3,2342912,1490588,63.62
dWR0pTQsxDn2aVoM37CB,3,2347008,1498268,63.84
dwSDEfQ57Aye46YmCNOG,3,2342912,1490588,63.62
dXB9U7M1pgt8lPGhyNuo,3,2342912,1490076,63.6
dxq8SWO4gJvZH2NBfPpD,3,2342912,1536156,65.57
DxtXmvJyZMRjka8Wg07B,3,2342912,1490076,63.6
DxXaHhzNWCijYObQsPry,3,2342912,1550492,66.18
dxXyVcRlfr3t6skMUPCK,3,2342912,1491612,63.66
DY3QpwMcCOHsSWuVe89P,3,3125248,1521820,48.69
dyTqfGCNl7Hv21oZLMK5,3,2347008,1498268,63.84
DYzoP85CvmEU6BHWwVT0,3,2342912,1490076,63.6
DZ9asqbIBo1XLmUvRy7k,3,2342912,1490076,63.6
dZB602DGWj5pkLCtzgvO,3,2347008,1496220,63.75
DZcx05fYb82BoIs3XrAR,3,2342912,1491612,63.66
DZGpVNe2idLjnY07IcyF,3,2347008,1494172,63.66
dZQBi4t7Ws5yDImRvSUj,3,2347008,1493148,63.62
DZSwtHBVTqhivJscaoWA,3,2342912,1491612,63.66
dzV9JlQs0RtYF6hG5kyU,3,3125248,1517724,48.56
DZYefdjFtAGU9lKVkJHw,3,3125248,1519772,48.63
E06iLyI5GH1OAUlNCqco,3,2342912,1492124,63.69
e0i7wC2KdjnLfFBD9Moz,3,3125248,1519772,48.63
E0NXAeY94PHxfbrW7KLi,3,2342912,1491612,63.66
E0qNPVLshkYDOgyto91H,3,2347008,1496220,63.75
E12BaPbiQqUYMVT7ZGxk,3,2347008,1492124,63.58
e14oxuL6Cb8HO7d3zSqn,3,3125248,2320028,74.24
E1lymL5AhVWeUwCtv68I,3,2342912,1489564,63.58
e1oUMvCJ5rNWFnLdPglK,3,3125248,2320028,74.24
E1rBMI2bn3vDA0OVR65f,3,2342912,1491100,63.64
e265VErTdZzJDUS4xA7i,3,2342912,1492124,63.69
E2C6RYXoIvAVKsBNfiOP,3,3125248,2320028,74.24
e2taZQLKCScNzTV7d0oh,3,2347008,1493148,63.62
E3BIVijdM2ck7KGTzfyY,3,2342912,1492124,63.69
e3HSBfTA9MXzhEN2qIpL,3,2342912,1489564,63.58
e3oFfwX7HCTlgydL2cD8,3,2347008,1494172,63.66
e4jdKn6hHpiNF1Rtv7xJ,3,2342912,1549980,66.16
E4lBhCXvziDf2rU3GM7t,3,2342912,1489052,63.56
E4r0jbMGeABRC92Ucz6l,3,2342912,1493660,63.75
E4SvkGO5CuB8LehadFo6,3,2342912,1494172,63.77
E54k3zBMYb1V9FHd7TGD,3,3125248,1517724,48.56
E5CSXfWRKA8yhVNk0LPj,3,2342912,1491612,63.66
E5eMjyTfCLnsQPqvowWY,3,2347008,1493148,63.62
e5fn4GutJO601CgUSZF8,3,2342912,1490588,63.62
e5iHh49LgopGV8sJ2fq1,3,2342912,1490076,63.6
E5LXhtYsZMWfA4ebSVUk,3,3125248,2320028,74.24
e5OSI86uP1sign2bZU7F,3,2342912,1490588,63.62
e5vf7qHj2m0G1JtrpsnQ,3,2347008,1498268,63.84
E6m5sWDHgG9CwUKOAoFM,3,2342912,1490076,63.6
e6WgP1KQ427tHGEzsqlT,3,2342912,1536156,65.57
e7BFP34ZIgJaWMYXhL1S,3,3125248,1517724,48.56
E7edRP1GY9vVUS5pZ8Lk,3,3125248,1518748,48.6
E7JvkZyTKF6fhWBUrosV,3,2342912,1490076,63.6
E7QxgmVGInW4LClbyA5w,3,2342912,1489052,63.56
e7qzcHbnpMG4DUiWP9mK,3,2342912,1491612,63.66
E7yDMZh286B51eVJ4wzg,3,2342912,1491612,63.66
e8UthBGf0zAkSP2iVr3l,3,2342912,1491612,63.66
E8YKtDkh0O4AxmGayQ1c,3,2342912,1490076,63.6
E91wuOroiykBvFUPfd8M,3,2347008,1493148,63.62
e9aloKnLSh8JGDjQ2B0T,3,2342912,1550492,66.18
e9d614aPtXTmKu7JjfOE,3,2347008,1493148,63.62
e9Kji7QuZFdN1LmcOY03,3,3125248,1517724,48.56
e9l4LOuNqSMX0Api7hfC,3,3125248,2320028,74.24
E9oGIQiNlMZgCKxSW8wj,3,3125248,2320028,74.24
EAGHSZ67RVfuTi9Y0seI,3,2347008,1493148,63.62
EaKhto2dq3PArmlpM1cS,3,2342912,1490076,63.6
EAPboVp78v6st05Om3BL,3,2670592,1784784,66.83
EARfujkVMXW1wQO9gcGq,3,2342912,1490076,63.6
EauSoMGmHqOL3i7Kyj9v,3,2342912,1490076,63.6
Eazj0IX9b3PmLoA7SHg4,3,2342912,1489052,63.56
eB2k9cdUZEnDKwNOPi7Y,3,2342912,1490076,63.6
EbBqJ7rOtZ45nIlxhKfc,3,2342912,1550492,66.18
EbCzuMr9dcx3RNaBHKJf,3,2347008,1494172,63.66
eBSsIx2XOkMZAtG5oR3F,3,2342912,1536156,65.57
eBST0wXfIAqj86r9VY5b,3,2342912,1535644,65.54
ec1g6qTfVIQ9RL4DElyw,3,3125248,2320028,74.24
EC2yvmbNV8rSzRu4qZA1,3,2347008,1498268,63.84
ECc2z9lqBrbSd4Z7uaMW,3,2342912,1549980,66.16
ECjwIxQoZPl8a61NvByq,3,2342912,1491612,63.66
ECp9uB1OcNkKGslaZnjU,3,2347008,1497244,63.79
EcurA2WMeGk5Tv9V4LHl,3,2342912,1490076,63.6
ecvZowmJ09xHPGkBjCXV,3,2342912,1490076,63.6
Ed4GPSVXx8yneMLZlhKj,3,2347008,1498268,63.84
edabs9nDHqGtNkgQluzm,3,2342912,1491612,63.66
EDCyaimufNcxoRghIVMw,3,2347008,1494172,63.66
edIj32q07iClgnxvmbDA,3,2342912,1490076,63.6
